"","datetime_local","datetime_utc","location","sun","sky_cover"
"5649",2024-08-23 09:00:00,2024-08-23 13:00:00,"CVG",1,0
"5650",2024-08-23 10:00:00,2024-08-23 14:00:00,"CVG",1,0
"5651",2024-08-23 11:00:00,2024-08-23 15:00:00,"CVG",1,4
"5652",2024-08-23 12:00:00,2024-08-23 16:00:00,"CVG",1,4
"5653",2024-08-23 13:00:00,2024-08-23 17:00:00,"CVG",1,7
"5654",2024-08-23 14:00:00,2024-08-23 18:00:00,"CVG",1,4
"5655",2024-08-23 15:00:00,2024-08-23 19:00:00,"CVG",1,4
"5656",2024-08-23 16:00:00,2024-08-23 20:00:00,"CVG",1,4
"5657",2024-08-23 17:00:00,2024-08-23 21:00:00,"CVG",1,2
"5658",2024-08-23 18:00:00,2024-08-23 22:00:00,"CVG",1,2
"5659",2024-08-23 19:00:00,2024-08-23 23:00:00,"CVG",1,4
"5660",2024-08-23 20:00:00,2024-08-24,"CVG",1,4
"5661",2024-08-23 21:00:00,2024-08-24 01:00:00,"CVG",0,2
"5662",2024-08-23 22:00:00,2024-08-24 02:00:00,"CVG",0,0
"5663",2024-08-23 23:00:00,2024-08-24 03:00:00,"CVG",0,0
"5664",2024-08-24,2024-08-24 04:00:00,"CVG",0,0
"5665",2024-08-24 01:00:00,2024-08-24 05:00:00,"CVG",0,0
"5666",2024-08-24 02:00:00,2024-08-24 06:00:00,"CVG",0,0
"5667",2024-08-24 03:00:00,2024-08-24 07:00:00,"CVG",0,2
"5668",2024-08-24 04:00:00,2024-08-24 08:00:00,"CVG",0,4
"5669",2024-08-24 05:00:00,2024-08-24 09:00:00,"CVG",0,4
"5670",2024-08-24 06:00:00,2024-08-24 10:00:00,"CVG",0,7
"5671",2024-08-24 07:00:00,2024-08-24 11:00:00,"CVG",0,7
"5672",2024-08-24 08:00:00,2024-08-24 12:00:00,"CVG",1,7
"5673",2024-08-24 09:00:00,2024-08-24 13:00:00,"CVG",1,4
"5674",2024-08-24 10:00:00,2024-08-24 14:00:00,"CVG",1,4
"5675",2024-08-24 11:00:00,2024-08-24 15:00:00,"CVG",1,2
"5676",2024-08-24 12:00:00,2024-08-24 16:00:00,"CVG",1,7
"5677",2024-08-24 13:00:00,2024-08-24 17:00:00,"CVG",1,7
"5678",2024-08-24 14:00:00,2024-08-24 18:00:00,"CVG",1,4
"5679",2024-08-24 15:00:00,2024-08-24 19:00:00,"CVG",1,7
"5680",2024-08-24 16:00:00,2024-08-24 20:00:00,"CVG",1,4
"5681",2024-08-24 17:00:00,2024-08-24 21:00:00,"CVG",1,4
"5682",2024-08-24 18:00:00,2024-08-24 22:00:00,"CVG",1,4
"5683",2024-08-24 19:00:00,2024-08-24 23:00:00,"CVG",1,7
"5684",2024-08-24 20:00:00,2024-08-25,"CVG",1,7
"5685",2024-08-24 21:00:00,2024-08-25 01:00:00,"CVG",0,4
"5686",2024-08-24 22:00:00,2024-08-25 02:00:00,"CVG",0,7
"5687",2024-08-24 23:00:00,2024-08-25 03:00:00,"CVG",0,4
"5688",2024-08-25,2024-08-25 04:00:00,"CVG",0,4
"5689",2024-08-25 01:00:00,2024-08-25 05:00:00,"CVG",0,4
"5690",2024-08-25 02:00:00,2024-08-25 06:00:00,"CVG",0,0
"5691",2024-08-25 03:00:00,2024-08-25 07:00:00,"CVG",0,0
"5692",2024-08-25 04:00:00,2024-08-25 08:00:00,"CVG",0,0
"5693",2024-08-25 05:00:00,2024-08-25 09:00:00,"CVG",0,0
"5694",2024-08-25 06:00:00,2024-08-25 10:00:00,"CVG",0,0
"5695",2024-08-25 07:00:00,2024-08-25 11:00:00,"CVG",0,2
"5696",2024-08-25 08:00:00,2024-08-25 12:00:00,"CVG",1,2
"5697",2024-08-25 09:00:00,2024-08-25 13:00:00,"CVG",1,2
"5698",2024-08-25 10:00:00,2024-08-25 14:00:00,"CVG",1,2
"5699",2024-08-25 11:00:00,2024-08-25 15:00:00,"CVG",1,0
"5700",2024-08-25 12:00:00,2024-08-25 16:00:00,"CVG",1,7
"5701",2024-08-25 13:00:00,2024-08-25 17:00:00,"CVG",1,4
"5702",2024-08-25 14:00:00,2024-08-25 18:00:00,"CVG",1,4
"5703",2024-08-25 15:00:00,2024-08-25 19:00:00,"CVG",1,4
"5704",2024-08-25 16:00:00,2024-08-25 20:00:00,"CVG",1,4
"5705",2024-08-25 17:00:00,2024-08-25 21:00:00,"CVG",1,7
"5706",2024-08-25 18:00:00,2024-08-25 22:00:00,"CVG",1,7
"5707",2024-08-25 19:00:00,2024-08-25 23:00:00,"CVG",1,7
"5708",2024-08-25 20:00:00,2024-08-26,"CVG",1,4
"5709",2024-08-25 21:00:00,2024-08-26 01:00:00,"CVG",0,4
"5710",2024-08-25 22:00:00,2024-08-26 02:00:00,"CVG",0,2
"5711",2024-08-25 23:00:00,2024-08-26 03:00:00,"CVG",0,2
"5712",2024-08-26,2024-08-26 04:00:00,"CVG",0,2
"5713",2024-08-26 01:00:00,2024-08-26 05:00:00,"CVG",0,0
"5714",2024-08-26 02:00:00,2024-08-26 06:00:00,"CVG",0,0
"5715",2024-08-26 03:00:00,2024-08-26 07:00:00,"CVG",0,0
"5716",2024-08-26 04:00:00,2024-08-26 08:00:00,"CVG",0,0
"5717",2024-08-26 05:00:00,2024-08-26 09:00:00,"CVG",0,0
"5718",2024-08-26 06:00:00,2024-08-26 10:00:00,"CVG",0,0
"5719",2024-08-26 07:00:00,2024-08-26 11:00:00,"CVG",0,0
"5720",2024-08-26 08:00:00,2024-08-26 12:00:00,"CVG",1,0
"5721",2024-08-26 09:00:00,2024-08-26 13:00:00,"CVG",1,0
"5722",2024-08-26 10:00:00,2024-08-26 14:00:00,"CVG",1,0
"5723",2024-08-26 11:00:00,2024-08-26 15:00:00,"CVG",1,0
"5724",2024-08-26 12:00:00,2024-08-26 16:00:00,"CVG",1,2
"5725",2024-08-26 13:00:00,2024-08-26 17:00:00,"CVG",1,2
"5726",2024-08-26 14:00:00,2024-08-26 18:00:00,"CVG",1,4
"5727",2024-08-26 15:00:00,2024-08-26 19:00:00,"CVG",1,7
"5728",2024-08-26 16:00:00,2024-08-26 20:00:00,"CVG",1,7
"5729",2024-08-26 17:00:00,2024-08-26 21:00:00,"CVG",1,4
"5730",2024-08-26 18:00:00,2024-08-26 22:00:00,"CVG",1,2
"5731",2024-08-26 19:00:00,2024-08-26 23:00:00,"CVG",1,2
"5732",2024-08-26 20:00:00,2024-08-27,"CVG",1,0
"5733",2024-08-26 21:00:00,2024-08-27 01:00:00,"CVG",0,0
"5734",2024-08-26 22:00:00,2024-08-27 02:00:00,"CVG",0,0
"5735",2024-08-26 23:00:00,2024-08-27 03:00:00,"CVG",0,0
"5736",2024-08-27,2024-08-27 04:00:00,"CVG",0,0
"5737",2024-08-27 01:00:00,2024-08-27 05:00:00,"CVG",0,0
"5738",2024-08-27 02:00:00,2024-08-27 06:00:00,"CVG",0,0
"5739",2024-08-27 03:00:00,2024-08-27 07:00:00,"CVG",0,0
"5740",2024-08-27 04:00:00,2024-08-27 08:00:00,"CVG",0,0
"5741",2024-08-27 05:00:00,2024-08-27 09:00:00,"CVG",0,0
"5742",2024-08-27 06:00:00,2024-08-27 10:00:00,"CVG",0,0
"5743",2024-08-27 07:00:00,2024-08-27 11:00:00,"CVG",0,0
"5744",2024-08-27 08:00:00,2024-08-27 12:00:00,"CVG",1,2
"5745",2024-08-27 09:00:00,2024-08-27 13:00:00,"CVG",1,4
"5746",2024-08-27 10:00:00,2024-08-27 14:00:00,"CVG",1,7
"5747",2024-08-27 11:00:00,2024-08-27 15:00:00,"CVG",1,7
"5748",2024-08-27 12:00:00,2024-08-27 16:00:00,"CVG",1,7
"5749",2024-08-27 13:00:00,2024-08-27 17:00:00,"CVG",1,7
"5750",2024-08-27 14:00:00,2024-08-27 18:00:00,"CVG",1,7
"5751",2024-08-27 15:00:00,2024-08-27 19:00:00,"CVG",1,7
"5752",2024-08-27 16:00:00,2024-08-27 20:00:00,"CVG",1,7
"5753",2024-08-27 17:00:00,2024-08-27 21:00:00,"CVG",1,4
"5754",2024-08-27 18:00:00,2024-08-27 22:00:00,"CVG",1,2
"5755",2024-08-27 19:00:00,2024-08-27 23:00:00,"CVG",1,0
"5756",2024-08-27 20:00:00,2024-08-28,"CVG",1,0
"5757",2024-08-27 21:00:00,2024-08-28 01:00:00,"CVG",0,0
"5758",2024-08-27 22:00:00,2024-08-28 02:00:00,"CVG",0,0
"5759",2024-08-27 23:00:00,2024-08-28 03:00:00,"CVG",0,2
"5760",2024-08-28,2024-08-28 04:00:00,"CVG",0,0
"5761",2024-08-28 01:00:00,2024-08-28 05:00:00,"CVG",0,0
"5762",2024-08-28 02:00:00,2024-08-28 06:00:00,"CVG",0,0
"5763",2024-08-28 03:00:00,2024-08-28 07:00:00,"CVG",0,0
"5764",2024-08-28 04:00:00,2024-08-28 08:00:00,"CVG",0,2
"5765",2024-08-28 05:00:00,2024-08-28 09:00:00,"CVG",0,2
"5766",2024-08-28 06:00:00,2024-08-28 10:00:00,"CVG",0,2
"5767",2024-08-28 07:00:00,2024-08-28 11:00:00,"CVG",0,2
"5768",2024-08-28 08:00:00,2024-08-28 12:00:00,"CVG",1,0
"5769",2024-08-28 09:00:00,2024-08-28 13:00:00,"CVG",1,0
"5770",2024-08-28 10:00:00,2024-08-28 14:00:00,"CVG",1,0
"5771",2024-08-28 11:00:00,2024-08-28 15:00:00,"CVG",1,2
"5772",2024-08-28 12:00:00,2024-08-28 16:00:00,"CVG",1,2
"5773",2024-08-28 13:00:00,2024-08-28 17:00:00,"CVG",1,2
"5774",2024-08-28 14:00:00,2024-08-28 18:00:00,"CVG",1,4
"5775",2024-08-28 15:00:00,2024-08-28 19:00:00,"CVG",1,7
"5776",2024-08-28 16:00:00,2024-08-28 20:00:00,"CVG",1,7
"5777",2024-08-28 17:00:00,2024-08-28 21:00:00,"CVG",1,6.33333333333333
"5778",2024-08-28 18:00:00,2024-08-28 22:00:00,"CVG",1,4.5
"5779",2024-08-28 19:00:00,2024-08-28 23:00:00,"CVG",1,7
"5780",2024-08-28 20:00:00,2024-08-29,"CVG",1,7
"5781",2024-08-28 21:00:00,2024-08-29 01:00:00,"CVG",0,2
"5782",2024-08-28 22:00:00,2024-08-29 02:00:00,"CVG",0,2
"5783",2024-08-28 23:00:00,2024-08-29 03:00:00,"CVG",0,0
"5784",2024-08-29,2024-08-29 04:00:00,"CVG",0,0
"5785",2024-08-29 01:00:00,2024-08-29 05:00:00,"CVG",0,0
"5786",2024-08-29 02:00:00,2024-08-29 06:00:00,"CVG",0,0
"5787",2024-08-29 03:00:00,2024-08-29 07:00:00,"CVG",0,0
"5788",2024-08-29 04:00:00,2024-08-29 08:00:00,"CVG",0,0
"5789",2024-08-29 05:00:00,2024-08-29 09:00:00,"CVG",0,2
"5790",2024-08-29 06:00:00,2024-08-29 10:00:00,"CVG",0,7
"5791",2024-08-29 07:00:00,2024-08-29 11:00:00,"CVG",0,4
"5792",2024-08-29 08:00:00,2024-08-29 12:00:00,"CVG",1,4
"5793",2024-08-29 09:00:00,2024-08-29 13:00:00,"CVG",1,4
"5794",2024-08-29 10:00:00,2024-08-29 14:00:00,"CVG",1,2
"5795",2024-08-29 11:00:00,2024-08-29 15:00:00,"CVG",1,0
"5796",2024-08-29 12:00:00,2024-08-29 16:00:00,"CVG",1,2
"5797",2024-08-29 13:00:00,2024-08-29 17:00:00,"CVG",1,4
"5798",2024-08-29 14:00:00,2024-08-29 18:00:00,"CVG",1,4
"5799",2024-08-29 15:00:00,2024-08-29 19:00:00,"CVG",1,4
"5800",2024-08-29 16:00:00,2024-08-29 20:00:00,"CVG",1,2
"5801",2024-08-29 17:00:00,2024-08-29 21:00:00,"CVG",1,7
"5802",2024-08-29 18:00:00,2024-08-29 22:00:00,"CVG",1,4
"5803",2024-08-29 19:00:00,2024-08-29 23:00:00,"CVG",1,7
"5804",2024-08-29 20:00:00,2024-08-30,"CVG",1,4
"5805",2024-08-29 21:00:00,2024-08-30 01:00:00,"CVG",0,2
"5806",2024-08-29 22:00:00,2024-08-30 02:00:00,"CVG",0,0
"5807",2024-08-29 23:00:00,2024-08-30 03:00:00,"CVG",0,0
"5808",2024-08-30,2024-08-30 04:00:00,"CVG",0,0
"5809",2024-08-30 01:00:00,2024-08-30 05:00:00,"CVG",0,0
"5810",2024-08-30 02:00:00,2024-08-30 06:00:00,"CVG",0,0
"5811",2024-08-30 03:00:00,2024-08-30 07:00:00,"CVG",0,0
"5812",2024-08-30 04:00:00,2024-08-30 08:00:00,"CVG",0,0
"5813",2024-08-30 05:00:00,2024-08-30 09:00:00,"CVG",0,0
"5814",2024-08-30 06:00:00,2024-08-30 10:00:00,"CVG",0,0
"5815",2024-08-30 07:00:00,2024-08-30 11:00:00,"CVG",0,0
"5816",2024-08-30 08:00:00,2024-08-30 12:00:00,"CVG",1,0
"5817",2024-08-30 09:00:00,2024-08-30 13:00:00,"CVG",1,0
"5818",2024-08-30 10:00:00,2024-08-30 14:00:00,"CVG",1,0
"5819",2024-08-30 11:00:00,2024-08-30 15:00:00,"CVG",1,0
"5820",2024-08-30 12:00:00,2024-08-30 16:00:00,"CVG",1,2
"5821",2024-08-30 13:00:00,2024-08-30 17:00:00,"CVG",1,4
"5822",2024-08-30 14:00:00,2024-08-30 18:00:00,"CVG",1,7
"5823",2024-08-30 15:00:00,2024-08-30 19:00:00,"CVG",1,2
"5824",2024-08-30 16:00:00,2024-08-30 20:00:00,"CVG",1,2.5
"5825",2024-08-30 17:00:00,2024-08-30 21:00:00,"CVG",1,4
"5826",2024-08-30 18:00:00,2024-08-30 22:00:00,"CVG",1,2
"5827",2024-08-30 19:00:00,2024-08-30 23:00:00,"CVG",1,4.75
"5828",2024-08-30 20:00:00,2024-08-31,"CVG",1,4
"5829",2024-08-30 21:00:00,2024-08-31 01:00:00,"CVG",0,2
"5830",2024-08-30 22:00:00,2024-08-31 02:00:00,"CVG",0,4
"5831",2024-08-30 23:00:00,2024-08-31 03:00:00,"CVG",0,4
"5832",2024-08-31,2024-08-31 04:00:00,"CVG",0,4
"5833",2024-08-31 01:00:00,2024-08-31 05:00:00,"CVG",0,7
"5834",2024-08-31 02:00:00,2024-08-31 06:00:00,"CVG",0,NA
"5835",2024-08-31 03:00:00,2024-08-31 07:00:00,"CVG",0,NA
"5836",2024-08-31 04:00:00,2024-08-31 08:00:00,"CVG",0,7
"5837",2024-08-31 05:00:00,2024-08-31 09:00:00,"CVG",0,NA
"5838",2024-08-31 06:00:00,2024-08-31 10:00:00,"CVG",0,NA
"5839",2024-08-31 07:00:00,2024-08-31 11:00:00,"CVG",0,7
"5840",2024-08-31 08:00:00,2024-08-31 12:00:00,"CVG",1,NA
"5841",2024-08-31 09:00:00,2024-08-31 13:00:00,"CVG",1,NA
"5842",2024-08-31 10:00:00,2024-08-31 14:00:00,"CVG",1,NA
"5843",2024-08-31 11:00:00,2024-08-31 15:00:00,"CVG",1,NA
"5844",2024-08-31 12:00:00,2024-08-31 16:00:00,"CVG",1,NA
"5845",2024-08-31 13:00:00,2024-08-31 17:00:00,"CVG",1,NA
"5846",2024-08-31 14:00:00,2024-08-31 18:00:00,"CVG",1,NA
"5847",2024-08-31 15:00:00,2024-08-31 19:00:00,"CVG",1,NA
"5848",2024-08-31 16:00:00,2024-08-31 20:00:00,"CVG",1,NA
"5849",2024-08-31 17:00:00,2024-08-31 21:00:00,"CVG",1,NA
"5850",2024-08-31 18:00:00,2024-08-31 22:00:00,"CVG",1,NA
"5851",2024-08-31 19:00:00,2024-08-31 23:00:00,"CVG",1,NA
"5852",2024-08-31 20:00:00,2024-09-01,"CVG",1,NA
"5853",2024-08-31 21:00:00,2024-09-01 01:00:00,"CVG",0,NA
"5854",2024-08-31 22:00:00,2024-09-01 02:00:00,"CVG",0,NA
"5855",2024-08-31 23:00:00,2024-09-01 03:00:00,"CVG",0,NA
"5856",2024-09-01,2024-09-01 04:00:00,"CVG",0,NA
"5857",2024-09-01 01:00:00,2024-09-01 05:00:00,"CVG",0,4
"5858",2024-09-01 02:00:00,2024-09-01 06:00:00,"CVG",0,2
"5859",2024-09-01 03:00:00,2024-09-01 07:00:00,"CVG",0,8
"5860",2024-09-01 04:00:00,2024-09-01 08:00:00,"CVG",0,4
"5861",2024-09-01 05:00:00,2024-09-01 09:00:00,"CVG",0,7
"5862",2024-09-01 06:00:00,2024-09-01 10:00:00,"CVG",0,8
"5863",2024-09-01 07:00:00,2024-09-01 11:00:00,"CVG",0,7
"5864",2024-09-01 08:00:00,2024-09-01 12:00:00,"CVG",1,4
"5865",2024-09-01 09:00:00,2024-09-01 13:00:00,"CVG",1,2
"5866",2024-09-01 10:00:00,2024-09-01 14:00:00,"CVG",1,2
"5867",2024-09-01 11:00:00,2024-09-01 15:00:00,"CVG",1,4
"5868",2024-09-01 12:00:00,2024-09-01 16:00:00,"CVG",1,2
"5869",2024-09-01 13:00:00,2024-09-01 17:00:00,"CVG",1,2
"5870",2024-09-01 14:00:00,2024-09-01 18:00:00,"CVG",1,2
"5871",2024-09-01 15:00:00,2024-09-01 19:00:00,"CVG",1,4
"5872",2024-09-01 16:00:00,2024-09-01 20:00:00,"CVG",1,2
"5873",2024-09-01 17:00:00,2024-09-01 21:00:00,"CVG",1,2
"5874",2024-09-01 18:00:00,2024-09-01 22:00:00,"CVG",1,2
"5875",2024-09-01 19:00:00,2024-09-01 23:00:00,"CVG",1,2
"5876",2024-09-01 20:00:00,2024-09-02,"CVG",1,4
"5877",2024-09-01 21:00:00,2024-09-02 01:00:00,"CVG",0,4
"5878",2024-09-01 22:00:00,2024-09-02 02:00:00,"CVG",0,4
"5879",2024-09-01 23:00:00,2024-09-02 03:00:00,"CVG",0,4
"5880",2024-09-02,2024-09-02 04:00:00,"CVG",0,2
"5881",2024-09-02 01:00:00,2024-09-02 05:00:00,"CVG",0,0
"5882",2024-09-02 02:00:00,2024-09-02 06:00:00,"CVG",0,0
"5883",2024-09-02 03:00:00,2024-09-02 07:00:00,"CVG",0,0
"5884",2024-09-02 04:00:00,2024-09-02 08:00:00,"CVG",0,0
"5885",2024-09-02 05:00:00,2024-09-02 09:00:00,"CVG",0,0
"5886",2024-09-02 06:00:00,2024-09-02 10:00:00,"CVG",0,0
"5887",2024-09-02 07:00:00,2024-09-02 11:00:00,"CVG",0,0
"5888",2024-09-02 08:00:00,2024-09-02 12:00:00,"CVG",1,0
"5889",2024-09-02 09:00:00,2024-09-02 13:00:00,"CVG",1,2
"5890",2024-09-02 10:00:00,2024-09-02 14:00:00,"CVG",1,7
"5891",2024-09-02 11:00:00,2024-09-02 15:00:00,"CVG",1,7
"5892",2024-09-02 12:00:00,2024-09-02 16:00:00,"CVG",1,4
"5893",2024-09-02 13:00:00,2024-09-02 17:00:00,"CVG",1,2
"5894",2024-09-02 14:00:00,2024-09-02 18:00:00,"CVG",1,2
"5895",2024-09-02 15:00:00,2024-09-02 19:00:00,"CVG",1,2
"5896",2024-09-02 16:00:00,2024-09-02 20:00:00,"CVG",1,0
"5897",2024-09-02 17:00:00,2024-09-02 21:00:00,"CVG",1,0
"5898",2024-09-02 18:00:00,2024-09-02 22:00:00,"CVG",1,0
"5899",2024-09-02 19:00:00,2024-09-02 23:00:00,"CVG",1,0
"5900",2024-09-02 20:00:00,2024-09-03,"CVG",1,0
"5901",2024-09-02 21:00:00,2024-09-03 01:00:00,"CVG",0,0
"5902",2024-09-02 22:00:00,2024-09-03 02:00:00,"CVG",0,0
"5903",2024-09-02 23:00:00,2024-09-03 03:00:00,"CVG",0,0
"5904",2024-09-03,2024-09-03 04:00:00,"CVG",0,0
"5905",2024-09-03 01:00:00,2024-09-03 05:00:00,"CVG",0,0
"5906",2024-09-03 02:00:00,2024-09-03 06:00:00,"CVG",0,0
"5907",2024-09-03 03:00:00,2024-09-03 07:00:00,"CVG",0,0
"5908",2024-09-03 04:00:00,2024-09-03 08:00:00,"CVG",0,4
"5909",2024-09-03 05:00:00,2024-09-03 09:00:00,"CVG",0,4
"5910",2024-09-03 06:00:00,2024-09-03 10:00:00,"CVG",0,4
"5911",2024-09-03 07:00:00,2024-09-03 11:00:00,"CVG",0,4
"5912",2024-09-03 08:00:00,2024-09-03 12:00:00,"CVG",1,7
"5913",2024-09-03 09:00:00,2024-09-03 13:00:00,"CVG",1,7
"5914",2024-09-03 10:00:00,2024-09-03 14:00:00,"CVG",1,7
"5915",2024-09-03 11:00:00,2024-09-03 15:00:00,"CVG",1,7
"5916",2024-09-03 12:00:00,2024-09-03 16:00:00,"CVG",1,7
"5917",2024-09-03 13:00:00,2024-09-03 17:00:00,"CVG",1,7
"5918",2024-09-03 14:00:00,2024-09-03 18:00:00,"CVG",1,8
"5919",2024-09-03 15:00:00,2024-09-03 19:00:00,"CVG",1,8
"5920",2024-09-03 16:00:00,2024-09-03 20:00:00,"CVG",1,8
"5921",2024-09-03 17:00:00,2024-09-03 21:00:00,"CVG",1,8
"5922",2024-09-03 18:00:00,2024-09-03 22:00:00,"CVG",1,8
"5923",2024-09-03 19:00:00,2024-09-03 23:00:00,"CVG",1,7
"5924",2024-09-03 20:00:00,2024-09-04,"CVG",1,4
"5925",2024-09-03 21:00:00,2024-09-04 01:00:00,"CVG",0,2
"5926",2024-09-03 22:00:00,2024-09-04 02:00:00,"CVG",0,7
"5927",2024-09-03 23:00:00,2024-09-04 03:00:00,"CVG",0,7
"5928",2024-09-04,2024-09-04 04:00:00,"CVG",0,7
"5929",2024-09-04 01:00:00,2024-09-04 05:00:00,"CVG",0,7
"5930",2024-09-04 02:00:00,2024-09-04 06:00:00,"CVG",0,7
"5931",2024-09-04 03:00:00,2024-09-04 07:00:00,"CVG",0,7
"5932",2024-09-04 04:00:00,2024-09-04 08:00:00,"CVG",0,7
"5933",2024-09-04 05:00:00,2024-09-04 09:00:00,"CVG",0,7
"5934",2024-09-04 06:00:00,2024-09-04 10:00:00,"CVG",0,7
"5935",2024-09-04 07:00:00,2024-09-04 11:00:00,"CVG",0,8
"5936",2024-09-04 08:00:00,2024-09-04 12:00:00,"CVG",1,7
"5937",2024-09-04 09:00:00,2024-09-04 13:00:00,"CVG",1,7
"5938",2024-09-04 10:00:00,2024-09-04 14:00:00,"CVG",1,7
"5939",2024-09-04 11:00:00,2024-09-04 15:00:00,"CVG",1,7
"5940",2024-09-04 12:00:00,2024-09-04 16:00:00,"CVG",1,7
"5941",2024-09-04 13:00:00,2024-09-04 17:00:00,"CVG",1,4
"5942",2024-09-04 14:00:00,2024-09-04 18:00:00,"CVG",1,4
"5943",2024-09-04 15:00:00,2024-09-04 19:00:00,"CVG",1,7
"5944",2024-09-04 16:00:00,2024-09-04 20:00:00,"CVG",1,7
"5945",2024-09-04 17:00:00,2024-09-04 21:00:00,"CVG",1,7
"5946",2024-09-04 18:00:00,2024-09-04 22:00:00,"CVG",1,7
"5947",2024-09-04 19:00:00,2024-09-04 23:00:00,"CVG",1,4
"5948",2024-09-04 20:00:00,2024-09-05,"CVG",1,4
"5949",2024-09-04 21:00:00,2024-09-05 01:00:00,"CVG",0,2
"5950",2024-09-04 22:00:00,2024-09-05 02:00:00,"CVG",0,2
"5951",2024-09-04 23:00:00,2024-09-05 03:00:00,"CVG",0,0
"5952",2024-09-05,2024-09-05 04:00:00,"CVG",0,0
"5953",2024-09-05 01:00:00,2024-09-05 05:00:00,"CVG",0,0
"5954",2024-09-05 02:00:00,2024-09-05 06:00:00,"CVG",0,0
"5955",2024-09-05 03:00:00,2024-09-05 07:00:00,"CVG",0,0
"5956",2024-09-05 04:00:00,2024-09-05 08:00:00,"CVG",0,0
"5957",2024-09-05 05:00:00,2024-09-05 09:00:00,"CVG",0,0
"5958",2024-09-05 06:00:00,2024-09-05 10:00:00,"CVG",0,0
"5959",2024-09-05 07:00:00,2024-09-05 11:00:00,"CVG",0,0
"5960",2024-09-05 08:00:00,2024-09-05 12:00:00,"CVG",1,0
"5961",2024-09-05 09:00:00,2024-09-05 13:00:00,"CVG",1,0
"5962",2024-09-05 10:00:00,2024-09-05 14:00:00,"CVG",1,0
"5963",2024-09-05 11:00:00,2024-09-05 15:00:00,"CVG",1,0
"5964",2024-09-05 12:00:00,2024-09-05 16:00:00,"CVG",1,2
"5965",2024-09-05 13:00:00,2024-09-05 17:00:00,"CVG",1,4
"5966",2024-09-05 14:00:00,2024-09-05 18:00:00,"CVG",1,4
"5967",2024-09-05 15:00:00,2024-09-05 19:00:00,"CVG",1,4
"5968",2024-09-05 16:00:00,2024-09-05 20:00:00,"CVG",1,2
"5969",2024-09-05 17:00:00,2024-09-05 21:00:00,"CVG",1,2
"5970",2024-09-05 18:00:00,2024-09-05 22:00:00,"CVG",1,2
"5971",2024-09-05 19:00:00,2024-09-05 23:00:00,"CVG",1,2
"5972",2024-09-05 20:00:00,2024-09-06,"CVG",0,2
"5973",2024-09-05 21:00:00,2024-09-06 01:00:00,"CVG",0,2
"5974",2024-09-05 22:00:00,2024-09-06 02:00:00,"CVG",0,2
"5975",2024-09-05 23:00:00,2024-09-06 03:00:00,"CVG",0,0
"5976",2024-09-06,2024-09-06 04:00:00,"CVG",0,0
"5977",2024-09-06 01:00:00,2024-09-06 05:00:00,"CVG",0,0
"5978",2024-09-06 02:00:00,2024-09-06 06:00:00,"CVG",0,0
"5979",2024-09-06 03:00:00,2024-09-06 07:00:00,"CVG",0,0
"5980",2024-09-06 04:00:00,2024-09-06 08:00:00,"CVG",0,0
"5981",2024-09-06 05:00:00,2024-09-06 09:00:00,"CVG",0,0
"5982",2024-09-06 06:00:00,2024-09-06 10:00:00,"CVG",0,0
"5983",2024-09-06 07:00:00,2024-09-06 11:00:00,"CVG",0,2
"5984",2024-09-06 08:00:00,2024-09-06 12:00:00,"CVG",1,4
"5985",2024-09-06 09:00:00,2024-09-06 13:00:00,"CVG",1,4
"5986",2024-09-06 10:00:00,2024-09-06 14:00:00,"CVG",1,4
"5987",2024-09-06 11:00:00,2024-09-06 15:00:00,"CVG",1,4
"5988",2024-09-06 12:00:00,2024-09-06 16:00:00,"CVG",1,4
"5989",2024-09-06 13:00:00,2024-09-06 17:00:00,"CVG",1,7
"5990",2024-09-06 14:00:00,2024-09-06 18:00:00,"CVG",1,7
"5991",2024-09-06 15:00:00,2024-09-06 19:00:00,"CVG",1,7
"5992",2024-09-06 16:00:00,2024-09-06 20:00:00,"CVG",1,6.25
"5993",2024-09-06 17:00:00,2024-09-06 21:00:00,"CVG",1,7
"5994",2024-09-06 18:00:00,2024-09-06 22:00:00,"CVG",1,7.5
"5995",2024-09-06 19:00:00,2024-09-06 23:00:00,"CVG",1,2
"5996",2024-09-06 20:00:00,2024-09-07,"CVG",0,8
"5997",2024-09-06 21:00:00,2024-09-07 01:00:00,"CVG",0,4
"5998",2024-09-06 22:00:00,2024-09-07 02:00:00,"CVG",0,8
"5999",2024-09-06 23:00:00,2024-09-07 03:00:00,"CVG",0,8
"6000",2024-09-07,2024-09-07 04:00:00,"CVG",0,2
"6001",2024-09-07 01:00:00,2024-09-07 05:00:00,"CVG",0,0
"6002",2024-09-07 02:00:00,2024-09-07 06:00:00,"CVG",0,0
"6003",2024-09-07 03:00:00,2024-09-07 07:00:00,"CVG",0,0
"6004",2024-09-07 04:00:00,2024-09-07 08:00:00,"CVG",0,0
"6005",2024-09-07 05:00:00,2024-09-07 09:00:00,"CVG",0,0
"6006",2024-09-07 06:00:00,2024-09-07 10:00:00,"CVG",0,0
"6007",2024-09-07 07:00:00,2024-09-07 11:00:00,"CVG",0,2
"6008",2024-09-07 08:00:00,2024-09-07 12:00:00,"CVG",1,2
"6009",2024-09-07 09:00:00,2024-09-07 13:00:00,"CVG",1,2
